brand,model,engine,battery_capacity,horse_power,top_speed,performance,price,fuel_type,seats,torque
rolls royce,cullinan black badge,v12,6749.0,563,250,5.1,350000.0,petrol,5,850.0
rolls royce,phantom coupe,v12,6749.0,563,250,5.3,450000.0,petrol,4,870.0
rolls royce,ghost coupe,v12,6592.0,591,250,4.8,340000.0,petrol,4,850.0
rolls royce,wraith coupe,v12,6592.0,624,250,4.4,330000.0,petrol,4,870.0
rolls royce,dawn convertible,v12,6592.0,624,250,4.9,380000.0,petrol,4,870.0
rolls royce,cullinan suv,v12,6749.0,563,250,5.2,320000.0,petrol,5,850.0
mercedes,benz s-class s 580,v8,3982.0,496,250,4.4,116000.0,petrol,5,700.0
mercedes,benz e-class e 63 s,v8,3982.0,603,250,3.4,104000.0,petrol,5,850.0
mercedes,benz cla 45 amg,i4,1991.0,382,250,4.1,53000.0,petrol,5,500.0
mercedes,benz gle 63 s,v8,3982.0,603,250,4.2,113000.0,petrol,5,850.0
mercedes,benz s-class s 500,v6,2996.0,429,250,4.9,109000.0,petrol,5,700.0
mercedes,benz e-class e 450,v6,2996.0,362,250,5.2,62000.0,petrol,5,500.0
mercedes,benz cls 450,v6,2996.0,362,250,5.2,70000.0,petrol,5,500.0
mercedes,benz gt 53,v6,2996.0,429,250,4.5,99000.0,petrol,5,700.0
mercedes,benz gle 450,v6,2996.0,362,250,5.5,63000.0,petrol,5,500.0
mercedes,benz a-class a 45 s,i4,1991.0,416,250,3.9,53000.0,petrol,5,500.0
mercedes,benz c-class c 43,v6,2996.0,402,250,4.7,52000.0,petrol,5,520.0
mercedes,benz e-class e 350,i4,1991.0,255,250,5.7,49000.0,petrol,5,500.0
mercedes,benz gle 350,i4,1991.0,255,250,6.1,53000.0,petrol,5,500.0
mercedes,benz glc 43,v6,2996.0,402,250,4.7,54000.0,petrol,5,520.0
mercedes,benz gla 45,i4,1991.0,382,250,4.3,48000.0,petrol,5,500.0
mercedes,benz glc 350,i4,1991.0,255,250,6.1,46000.0,petrol,5,500.0
mercedes,benz gle 53,v6,2996.0,429,250,5.2,71000.0,petrol,5,620.0
mercedes,benz s-class s 350,i4,1991.0,255,250,6.5,90000.0,petrol,5,500.0
mercedes,benz maybach s 680,v12,5980.0,630,250,4.7,200000.0,petrol,5,1000.0
bmw,m5 cs,v8,4395.0,627,305,3.0,142000.0,petrol,5,750.0
bmw,m4 gts,i6,2993.0,493,305,3.7,133000.0,petrol,4,600.0
bmw,m3 competition,i6,2993.0,503,285,3.5,76000.0,petrol,5,650.0
bmw,m2 cs,i6,2993.0,444,280,4.0,83000.0,petrol,4,550.0
bmw,x5 m competition,v8,4935.0,523,285,4.1,114000.0,petrol,5,750.0
bmw,x3 m competition,i6,2993.0,503,285,4.1,69000.0,petrol,5,650.0
bmw,m8 gran coupe,v8,4395.0,523,305,3.3,146000.0,petrol,5,750.0
bmw,m850i drive coupe,v8,4935.0,523,285,3.7,108000.0,petrol,4,750.0
rolls royce,dawn black badge volante,v12,6592.0,563,250,4.8,398000.0,petrol,4,840.0
rolls royce,cullinan black badge suv,v12,6749.0,563,250,5.1,381000.0,petrol,5,850.0
rolls royce,phatom tranquility,v12,6749.0,563,250,5.3,475000.0,petrol,5,900.0
rolls royce,ghost zenith,v12,6749.0,563,250,4.9,335000.0,petrol,5,900.0
rolls royce,wraith eagle viii,v12,6592.0,623,250,4.5,349000.0,petrol,4,800.0
rolls royce,phatom orchid,v12,6749.0,563,250,5.3,495000.0,petrol,5,900.0
rolls royce,ghost azure,v12,6749.0,563,250,4.9,355000.0,petrol,5,900.0
rolls royce,wraith kryptos,v12,6592.0,623,250,4.5,369000.0,petrol,4,800.0
rolls royce,dawn silver bullet,v12,6592.0,563,250,4.8,418000.0,petrol,4,840.0
rolls royce,cullinan fux orange,v12,6749.0,563,250,5.1,401000.0,petrol,5,850.0
rolls royce,phantom celestial,v12,6749.0,563,250,5.3,515000.0,petrol,5,900.0
rolls royce,ghost mysore,v12,6749.0,563,250,4.9,375000.0,petrol,5,900.0
rolls royce,wraith luminary,v12,6592.0,623,250,4.5,389000.0,petrol,4,800.0
rolls royce,dawn black badge adamas,v12,6592.0,563,250,4.8,439000.0,petrol,4,840.0
rolls royce,cullinan red diamond,v12,6749.0,563,250,5.1,421000.0,petrol,5,850.0
audi,r8 v10 plus,v10,5204.0,610,330,3.2,194000.0,petrol,2,560.0
audi,rs7 sportback,v8,3993.0,591,305,3.6,114000.0,petrol,5,800.0
audi,s8,v8,3993.0,563,305,4.3,101000.0,petrol,5,800.0
audi,rs6 avant,v8,3993.0,591,305,3.6,109000.0,petrol,5,800.0
audi,s7 sportback,v8,3993.0,563,305,4.3,96000.0,petrol,5,650.0
audi,a8,v6,2995.0,335,250,5.7,86000.0,petrol,5,600.0
audi,s5 coupe,v6,2995.0,349,250,4.8,64000.0,petrol,4,500.0
audi,sq5,v6,2995.0,349,250,5.4,62000.0,petrol,5,500.0
audi,s4 sedan,v6,2995.0,349,250,4.7,59000.0,petrol,5,500.0
audi,s3 sedan,i4,1984.0,306,250,4.8,52000.0,petrol,5,400.0
audi,q7,v6,2995.0,335,250,6.3,60000.0,petrol,7,600.0
audi,q5,i4,1984.0,248,240,6.3,43000.0,petrol,5,500.0
audi,a7,v6,2995.0,335,250,5.7,68000.0,petrol,5,600.0
audi,a6,v6,2995.0,335,250,5.7,58000.0,petrol,5,600.0
audi,a5 coupe,i4,1984.0,248,240,6.3,45000.0,petrol,4,500.0
audi,a4,i4,1984.0,248,240,6.5,39000.0,petrol,5,400.0
audi,q3,i4,1984.0,248,230,7.3,35000.0,petrol,5,400.0
audi,e-tron,electric,95.0,402,200,5.5,75000.0,electric,5,664.0
audi,e-tron sportback,electric,95.0,402,200,5.5,78000.0,electric,5,664.0
audi,tt coupe,i4,1984.0,248,250,5.3,49000.0,petrol,2,400.0
bmw,i8 roadster,electric motor,11.6,369,250,4.4,165000.0,hybrid,2,570.0
bmw,330i,i4,1998.0,255,250,5.6,45000.0,petrol,5,400.0
bmw,m340i xdrive,i6,2998.0,382,250,4.1,57000.0,petrol,5,500.0
bmw,430i coupe,i4,1998.0,255,250,5.8,48000.0,petrol,4,400.0
bmw,m4 competition,i6,2993.0,503,290,3.8,81000.0,petrol,4,650.0
bmw,530i,i4,1998.0,248,250,5.9,57000.0,petrol,5,400.0
bmw,m550i xdrive,v8,4395.0,523,250,3.6,78000.0,petrol,5,650.0
bmw,118i,i3,1499.0,136,213,8.5,32000.0,petrol,5,220.0
bmw,128ti,i4,1998.0,261,250,6.1,42000.0,petrol,5,400.0
bmw,m135i xdrive,i4,1998.0,302,250,4.8,30000.0,petrol,5,450.0
bmw,116d,i3,1496.0,116,200,10.3,30000.0,diesel,5,280.0
bmw,120d xdrive,i4,1995.0,190,230,6.9,38000.0,diesel,5,400.0
bmw,116i,i3,1499.0,109,200,10.9,28000.0,petrol,5,200.0
bmw,118d,i4,1995.0,150,216,8.4,34000.0,diesel,5,380.0
bmw,120i,i4,1998.0,178,230,7.1,37000.0,petrol,5,300.0
bmw,125i,i4,1998.0,224,240,6.1,42000.0,petrol,5,400.0
bmw,114d,i3,1496.0,95,185,12.2,27000.0,diesel,5,270.0
bmw,114i,i4,1598.0,102,195,11.2,26000.0,petrol,5,200.0
bmw,125d,i4,1995.0,224,240,6.3,44000.0,diesel,5,400.0
bmw,118i xdrive,i3,1499.0,136,211,8.9,34000.0,petrol,5,250.0
bmw,116d efficientdynamics,i3,1496.0,116,200,10.9,30000.0,diesel,5,270.0
bmw,118i sportline,i3,1499.0,136,213,8.5,35000.0,petrol,5,250.0
bmw,118i m sport,i3,1499.0,136,213,8.5,37000.0,petrol,5,250.0
bmw,120i m sport,i4,1998.0,178,230,7.1,39000.0,petrol,5,300.0
bmw,116i efficientdynamics,i4,1598.0,109,195,10.9,29000.0,petrol,5,200.0
bmw,116d advantage,i3,1496.0,116,200,10.5,31000.0,diesel,5,270.0
bmw,120d efficientdynamics,i4,1995.0,163,225,7.7,39000.0,diesel,5,400.0
bmw,118i shadow line,i3,1499.0,136,213,8.5,36000.0,petrol,5,250.0
bmw,118d sport line,i4,1995.0,150,216,8.4,36000.0,diesel,5,380.0
bmw,120i xdrive,i4,1998.0,178,230,7.2,40000.0,petrol,5,300.0
bmw,114d sport line,i3,1496.0,95,185,12.2,28000.0,diesel,5,270.0
bmw,118i urban line,i3,1499.0,136,213,8.5,35000.0,petrol,5,250.0
volvo,xc90,i6,1969.0,247,200,6.5,60000.0,diesel petrol,7,400.0
volvo,xc60,i6,1969.0,247,220,6.4,55000.0,diesel petrol,5,400.0
volvo,s90,i6,1969.0,295,250,5.9,60000.0,diesel petrol,5,400.0
kia,sportage lx,i4,2480.0,187,200,8.0,27000.0,petrol,5,250.0
kia,sportage ex,i4,2480.0,187,200,8.0,30000.0,petrol,5,250.0
kia,sportage gt-line,i4,2480.0,187,200,8.0,32000.0,petrol,5,350.0
kia,sportage sx turbo,i4,1998.0,240,210,6.7,36000.0,petrol,5,400.0
kia,sportage nightfall edition,i4,2480.0,187,200,8.0,33000.0,petrol,5,350.0
honda,civic type r,i4,1996.0,315,272,5.7,44000.0,petrol,5,400.0
kia,sportage phev,i4 + electric,1600.0,261,180,8.0,41000.0,hybrid in plug,5,350.0
kia,sportage 2024(base model),i4,2480.0,187,200,8.0,26000.0,petrol,5,250.0
kia,sportage 2024(top trim),i4,1998.0,240,210,6.7,38000.0,petrol,5,400.0
kia,sportage 2024(base awd),i4,2480.0,187,200,8.3,29000.0,awd petrol,5,250.0
kia,sportage x-line,i4,2480.0,187,200,8.0,32500.0,petrol,5,350.0
kia,sportage 2024(s trim),i4,2480.0,187,200,8.2,28000.0,petrol,5,250.0
honda,accord,i4,1498.0,192,201,7.1,29400.0,petrol,5,370.0
kia,sportage 2024(hybrid awd),i4 + electric,1600.0,227,180,8.0,37000.0,hybrid,5,350.0
kia,sportage 2024(plug-in hybrid awd),i4 + electric,1598.0,261,180,7.9,42000.0,hybrid in plug,5,350.0
kia,sportage 2024(x-pro),i4,2480.0,187,200,8.1,36000.0,petrol,5,400.0
kia,sportage 2024(x-pro prestige),i4,2480.0,187,200,8.1,38000.0,petrol,5,400.0
kia,sportage 2024(sx turbo awd),i4,1998.0,240,210,6.5,40000.0,awd petrol,5,400.0
kia,sportage 2024(base fwd),i4,2480.0,187,200,8.5,26500.0,petrol,5,250.0
honda,cr-v,i4,1498.0,190,186,8.2,30000.0,hybrid petrol,5,400.0
honda,pilot,v6,3471.0,285,209,6.3,40000.0,petrol,8,360.0
honda,civic hatchback,i4,1498.0,180,220,6.8,26350.0,petrol,5,300.0
toyota,camry,v6,3500.0,301,220,6.0,27000.0,hybrid petrol,5,250.0
toyota,corolla,i4,1798.0,139,180,9.4,22500.0,hybrid petrol,5,200.0
toyota,prius,i4,1798.0,121,180,10.5,26700.0,hybrid,5,142.0
toyota,rav4,i4,2494.0,203,200,8.1,27100.0,hybrid petrol,5,400.0
toyota,highlander,v6,3456.0,295,220,7.2,38400.0,hybrid petrol,7,370.0
toyota,4runner,v6,3956.0,270,200,7.5,37400.0,petrol,5,400.0
toyota,tacoma,i4,2694.0,159,180,9.5,26400.0,petrol,5,400.0
toyota,tundra,v8,5663.0,381,220,6.7,39900.0,petrol,5,650.0
toyota,avalon,v6,3456.0,301,220,6.9,41400.0,petrol,5,400.0
toyota,mirai,i4,1798.0,151,180,9.2,52400.0,hydrogen,5,335.0
toyota,sienna,v6,2494.0,245,190,8.0,44150.0,hybrid petrol,7,360.0
toyota,venza,i4,2494.0,219,200,7.5,33400.0,hybrid,5,400.0
toyota,highlander hybrid,v6,3456.0,240,220,8.2,40400.0,hybrid,7,350.0
toyota,land cruiser prado,v6,3956.0,282,200,7.2,49400.0,diesel petrol,7,450.0
toyota,tundra hybrid,v6,3456.0,344,220,6.2,43400.0,hybrid,5,650.0
toyota,yaris,i4,1496.0,106,180,11.2,18400.0,petrol,5,150.0
toyota,c-hr,i4,1986.0,144,200,10.2,24400.0,hybrid petrol,5,250.0
toyota,bz4x,electric,64.8,218,200,7.5,43400.0,electric,5,330.0
toyota,crown,hybrid,2494.0,236,200,7.6,38400.0,hybrid,5,400.0
toyota,mr2,i4,1986.0,168,200,6.9,29000.0,petrol,2,400.0
toyota,celica,i4,1986.0,140,200,8.5,25000.0,petrol,5,250.0
honda,city,i4,1497.0,119,180,10.2,15400.0,hybrid petrol,5,145.0
honda,civic,i4,1996.0,158,200,8.5,20400.0,petrol,5,400.0
hyundai,i10,"1.2l,4-cylinder,inline-4(i4)",1197.0,87,160,12.2,12400.0,petrol,5,120.0
hyundai,i20,"1.4l,4-cylinder,inline-4(i4)",1396.0,99,180,10.5,15400.0,hybrid petrol,5,250.0
hyundai,elantra,"2.0l,4-cylinder,inline-4(i4)",1999.0,147,200,9.5,18400.0,hybrid petrol,5,250.0
mahindra,xuv500,"2.2l,4-cylinder,inline-4(i4)",2179.0,155,180,10.5,18400.0,diesel,7,400.0
mahindra,scorpio,"2.2l,4-cylinder,inline-4(i4)",2179.0,140,160,11.2,16400.0,diesel,7,280.0
mahindra,thar,"2.0l,4-cylinder,inline-4(i4)",1997.0,150,180,10.5,20400.0,diesel petrol,4,320.0
maruti suzuki,swift,"1.2l,4-cylinder,inline-4(i4)",1197.0,83,160,12.2,10400.0,petrol,5,113.0
maruti suzuki,dzire,"1.2l,4-cylinder,inline-4(i4)",1197.0,83,160,12.2,11400.0,diesel petrol,5,113.0
maruti suzuki,brezza,"1.5l,4-cylinder,inline(i4)",1462.0,103,180,11.5,14400.0,petrol,5,200.0
toyota,prius prime,"2.0l,4-cylinder,with hybrid system",1998.0,220,180,6.7,31100.0,hybrid in plug,5,220.0
toyota,gr corolla,"1.6l,turbocharged inline-3",1618.0,300,230,5.0,36995.0,petrol,5,370.0
toyota,land cruiser 300,"3.3l,v6,twin turbo diesel",3346.0,305,210,6.8,58500.0,diesel petrol,7,650.0
toyota,tundra i-force max,"3.5l,v6,hybrid twin-turbo",3445.0,437,180,6.2,56000.0,hybrid,5,750.0
toyota,corolla hatchback xse,"2.0l,inline-4",1987.0,169,190,8.2,25390.0,petrol,5,250.0
toyota,mirai,"hydrogen fuel cell,electric motor",1.24,152,180,9.0,49500.0,hydrogen,5,335.0
toyota,hilux gr sport,"2.8l,turbo,diesel",2755.0,224,170,10.0,50000.0,diesel petrol,5,500.0
toyota,alphard executive lounge,"2.5l,inline-4,hybrid,or 3.5l,v6",2494.0,296,180,8.5,60000.0,petrol,7,400.0
toyota,fortuner gr sport,"2.8l,turbo,diesel",2755.0,204,175,10.5,55000.0,diesel petrol,7,500.0
toyota,innova hycross,2.0l hybrid,1987.0,184,165,9.5,40000.0,hybrid,7,250.0
toyota,urban cruiser taisor,"1.5l,hybrid",1490.0,114,170,11.0,25000.0,petrol,5,130.0
toyota,aygo x,"1.0l,inline-3",998.0,71,160,14.8,18000.0,petrol,4,93.0
toyota,hilux revo rocco,"2.8l,turbo,diesel",2755.0,204,175,10.0,50000.0,diesel,5,500.0
toyota,proace verso electric,electric motor,75.0,136,130,13.5,55000.0,electric,7,280.0
toyota,century suv,"3.5l,v6,plug in hybrid",3456.0,406,200,6.0,170000.0,petrol,5,500.0
toyota,corolla sedan hybrid,"1.8l,hybrid",1798.0,134,180,10.0,24000.0,hybrid,5,300.0
toyota,bz3,electric motor,65.0,241,160,7.5,35000.0,electric,5,340.0
toyota,gr yaris,"1.6l,turbocharged inline-3",1618.0,268,230,5.5,45000.0,petrol,4,390.0
hyundai,santa fe,1.6l petrol + plug in hybrid system,1600.0,253,180,9.3,50000.0,hybrid petrol,7,420.0
hyundai,ioniq 5,electric motor,72.6,225,185,7.4,41000.0,electric,5,350.0
hyundai,santa cruz,2.5l turbocharged inline-4,2500.0,281,215,6.5,40799.0,petrol,5,400.0
hyundai,kona,1.6l petrol,1591.0,147,185,10.0,20500.0,ev petrol,5,400.0
hyundai,elantra,2.0l inline-4,2000.0,147,210,8.3,19950.0,hybrid petrol,5,250.0
hyundai,ioniq 6,electric motor,53.6,320,185,5.2,41450.0,electric,5,350.0
hyundai,tucson,2.5l inline-4,2500.0,187,180,6.1,30500.0,hybrid petrol,5,400.0
hyundai,palisade,3.8l v6,3800.0,291,240,6.3,52000.0,petrol,7,355.0
hyundai,sonata,2.5l inline-4,2500.0,191,240,8.0,25000.0,hybrid petrol,5,250.0
hyundai,accent,1.6l inline-4,1600.0,120,180,9.8,15000.0,petrol,5,151.0
hyundai,venue,1.6l inline-4,1600.0,121,180,9.5,18000.0,petrol,5,240.0
hyundai,kona electric,electric motor,39.2,200,200,6.1,40000.0,electric,5,395.0
hyundai,veloster,2.0l inline-4,2000.0,275,220,6.0,25000.0,petrol,4,264.0
hyundai,nexo,electric motor,1.56,161,180,7.8,38000.0,hydrogen,5,400.0
hyundai,ioniq,1.6l inline-4,1600.0,139,160,8.5,18000.0,electric hybrid,5,295.0
hyundai,genesis,3.8l v6,3800.0,291,240,6.3,52000.0,petrol,5,400.0
hyundai,azera,3.3l v6,3300.0,278,240,6.5,55000.0,petrol,5,250.0
hyundai,equus,3.3l v6,3300.0,278,240,6.5,55000.0,petrol,5,400.0
hyundai,tiburon,2.0l inline-4,2000.0,160,200,8.2,19000.0,petrol,4,320.0
hyundai,elantra gt,1.6l turbo gdi 4-cylinder,2000.0,160,200,8.3,22000.0,petrol,5,320.0
volkswagen,golf,1.5l turbo i4 / electric,1498.0,110,210,8.5,23000.0,petrol,5,250.0
volkswagen,passat,2.0l turbo i4,1984.0,150,210,7.8,25000.0,petrol,5,250.0
volkswagen,tiguan,2.0l turbo i4,1984.0,150,209,8.5,28505.0,hybrid petrol,7,300.0
volkswagen,jetta,1.5l turbo i4,1498.0,150,210,7.7,21995.0,petrol,5,250.0
volkswagen,polo,1.0l turbo i3 / 1.6l diesel,999.0,80,190,9.5,18000.0,petrol,5,175.0
volkswagen,arteon,2.0l turbo i4,1984.0,150,250,5.6,46000.0,petrol,5,350.0
volkswagen,id.4,electric,77.0,201,160,7.8,39735.0,electric,5,310.0
volkswagen,up!,electric,32.3,82,160,13.0,15000.0,petrol,4,95.0
volkswagen,touareg,3.0l v6 turbo diesel / 4.0l v8,2967.0,231,235,5.9,55000.0,diesel petrol,5,600.0
volkswagen,scirocco,2.0l turbo i4,1984.0,125,233,6.0,35000.0,petrol,4,350.0
volkswagen,beetle,2.0l turbo i4,1984.0,105,205,7.0,20000.0,petrol,4,240.0
volkswagen,amarok,3.0l v6 turbo diesel,2967.0,163,180,7.9,40000.0,diesel,5,550.0
volkswagen,t-roc,2.0l turbo i4,1984.0,115,205,7.2,30000.0,petrol,5,320.0
volkswagen,sharan,2.0l turbo i4,1984.0,150,200,9.3,33000.0,diesel petrol,7,280.0
volkswagen,caddy,1.5l turbo i4,1498.0,102,185,10.5,28000.0,diesel petrol,7,250.0
nissan,nv1500,4.0l v6,3954.0,261,160,9.5,33000.0,petrol,12,385.0
volkswagen,taigo,1.5l turbo i4,1498.0,95,183,10.0,24000.0,petrol,5,200.0
volkswagen,california,2.0l turbo i4,1984.0,150,180,13.0,70000.0,diesel,7,340.0
volkswagen,id.3,electric,58.0,204,160,7.3,35000.0,electric,5,310.0
volkswagen,id. buzz,electric,77.0,204,145,10.2,59995.0,electric,7,310.0
volkswagen,golf gti,2.0l turbo i4,1984.0,245,250,5.9,31965.0,petrol,5,350.0
volkswagen,golf r,2.0l turbo i4,1984.0,315,250,4.6,44640.0,petrol,5,420.0
volkswagen,passat alltrack,2.0l turbo diesel i4,1968.0,190,220,7.8,36000.0,diesel,5,400.0
volkswagen,polo gti,2.0l turbo i4,1984.0,204,238,6.7,28000.0,petrol,5,320.0
volkswagen,up! gti,1.0l turbo i3,999.0,115,196,8.8,20000.0,petrol,4,200.0
volkswagen,t-cross,1.0l turbo i3 / 1.5l turbo i4,999.0,95,200,10.2,25000.0,petrol,5,250.0
volkswagen,id.5,electric,77.0,174,180,8.4,45000.0,electric,5,310.0
volkswagen,id. buzz cargo,electric,77.0,204,145,10.2,55000.0,electric,3,310.0
volkswagen,touareg r,plug-in hybrid v6,2995.0,462,250,5.1,70000.0,hybrid,5,700.0
volkswagen,multivan,plug-in hybrid / diesel i4,1395.0,150,190,9.4,50000.0,hybrid petrol,7,350.0
volkswagen,polo bluemotion,1.2l diesel i3,1199.0,75,190,10.5,22000.0,diesel,5,250.0
volkswagen,golf sportsvan,1.5l turbo i4,1498.0,130,210,8.9,30000.0,petrol,5,250.0
volkswagen,golf alltrack,2.0l turbo diesel i4,1968.0,147,210,7.1,35000.0,petrol,5,350.0
volkswagen,scirocco r,2.0l turbo i4,1984.0,280,250,5.5,40000.0,petrol,4,350.0
volkswagen,tiguan allspace,2.0l turbo i4,1984.0,184,215,7.6,35000.0,petrol,7,320.0
volkswagen,arteon 4motion,2.0l turbo i4,1984.0,190,250,5.6,48000.0,petrol,5,350.0
volkswagen,id.4 gtx,electric awd,77.0,299,180,6.2,50000.0,electric,5,460.0
volkswagen,id.3 pro,electric,58.0,204,160,7.3,35000.0,electric,5,310.0
volkswagen,golf variant,1.5l turbo i4 / 2.0l diesel i4,1498.0,130,220,7.5,32000.0,petrol,5,320.0
volkswagen,crafter,2.0l turbo diesel i4,1968.0,102,160,13.0,40000.0,diesel,3,410.0
volkswagen,lupo,1.4l i3 gas / 1.2l diesel i3,1390.0,60,170,14.3,15000.0,petrol,4,120.0
volkswagen,corrado,2.9l vr6,2861.0,190,235,6.4,25000.0,petrol,4,245.0
